fixing_commit,introducing_commit,cve_id,subsystem,fixing_date,introducing_date,fix_subject,files_changed,insertions,deletions
10eaa4c4a257,30dbc1c8d50f,,drivers,2025-11-13 18:50:36 +0000,2025-09-18 22:24:03 +0100,spi: spi-cadence-quadspi: Remove duplicate pm_runtime_put_autosuspend() call,drivers/spi/spi-cadence-quadspi.c,0,0
f1eb4e792bb1,30dbc1c8d50f,,drivers,2025-11-13 18:50:35 +0000,2025-09-18 22:24:03 +0100,spi: spi-cadence-quadspi: Enable pm runtime earlier to avoid imbalance,drivers/spi/spi-cadence-quadspi.c,7,7
95d9c3f0e454,23284ad677a9,,drivers,2025-11-13 12:20:46 -0600,2019-05-01 15:50:13 +0100,PCI: keystone: Exit ks_pcie_probe() for invalid mode,drivers/pci/controller/dwc/pci-keystone.c,2,0
fbade4bd08ba,cec37a6e41aa,,networking,2025-11-13 09:15:41 -0800,2020-01-24 13:44:07 +0100,mptcp: Disallow MPTCP subflows from sockmap,net/mptcp/subflow.c,8,0
6af6e49a76c9,65334e64a493,,kernel,2025-11-13 09:14:15 -0800,2023-03-01 10:24:33 -0800,"bpf: Free special fields when update [lru_,]percpu_hash maps",kernel/bpf/hashtab.c,8,2
ca2583412306,4fd6ca90fc7f,,drivers,2025-11-13 09:10:43 -0800,2025-02-14 08:36:07 -0700,accel/amdxdna: Fix deadlock between context destroy and job timeout,drivers/accel/amdxdna/aie2_ctx.c,4,2
6ff9385c07aa,b87f920b9344,,drivers,2025-11-13 08:36:08 -0800,2024-11-22 11:41:54 -0700,accel/amdxdna: Clear mailbox interrupt register during channel creation,drivers/accel/amdxdna/amdxdna_mailbox.c,0,0
c2b8d20628ca,efae226c2ef1,,block,2025-11-13 09:10:04 -0700,2025-11-05 08:07:21 -0700,block: fix NULL pointer dereference in blk_zone_reset_all_bio_endio(),block/blk-zoned.c,12,9
bfc184cb1ba7,4ab215061554,,arch,2025-11-13 16:00:19 +0000,2018-12-12 14:43:43 +0000,arm64/mm: Allow __create_pgd_mapping() to propagate pgtable_alloc() errors,arch/arm64/mm/mmu.c,136,78
ebd4469e7af6,935ace2fb5cc,,other,2025-11-13 16:27:56 +0100,2020-07-24 15:03:42 +0200,entry: Fix ifndef around arch_xfer_to_guest_mode_handle_work() stub,include/linux/entry-virt.h,0,0
75ba146c2674,04230c119930,,drivers,2025-11-13 16:15:56 +0100,2022-07-07 09:37:34 +0200,iommu/amd: Fix pci_segment memleak in alloc_pci_segment(),drivers/iommu/amd/init.c,12,3
27376465e945,a50f673f25e0,,arch,2025-11-13 07:10:40 -0800,2025-03-14 14:20:51 -0400,KVM: TDX: Fix sparse warnings from using 0 for NULL,arch/x86/kvm/vmx/tdx.c,3,3
228add34dc2f,488808e682e7,,arch,2025-11-13 07:10:39 -0800,2025-03-14 14:20:51 -0400,KVM: TDX: Remove __user annotation from kernel pointer,arch/x86/kvm/vmx/tdx.c,2,1
9a89894f30d5,02ab57707bdb,,arch,2025-11-13 07:10:30 -0800,2025-03-14 14:20:53 -0400,KVM: TDX: Take MMU lock around tdh_vp_init(),arch/x86/kvm/vmx/tdx.c,14,3
b2c26c82f7a9,f266a683a480,,networking,2025-11-13 15:55:04 +0100,2014-07-08 11:35:31 -0700,hsr: Follow standard for HSRv0 supervision frames,net/hsr/hsr_device.c;net/hsr/hsr_forward.c,16,8
96a3a03abf3d,9cfb5e7f0ded,,networking,2025-11-13 15:55:04 +0100,2024-11-26 12:45:53 +0100,hsr: Fix supervision frame sending on HSRv0,net/hsr/hsr_device.c,3,0
0709abaf6734,b1d0e470f881,,gpu,2025-11-13 14:56:17 +0100,2025-09-29 14:00:57 +0200,drm/imx/ipuv3: Fix dumb-buffer allocation for non-RGB formats,drivers/gpu/drm/imx/ipuv3/imx-drm-core.c,9,7
03865dd8af52,9af512e81964,,drivers,2025-11-13 13:51:12 +0000,2020-04-27 14:11:20 +0200,leds: netxbig: Fix GPIO descriptor leak in error paths,drivers/leds/leds-netxbig.c,26,10
b97cb7d6a051,c8e008b60492,,filesystem,2025-11-13 08:33:22 -0500,2025-03-16 22:41:17 -0400,ext4: xattr: fix null pointer deref in ext4_raw_inode(),fs/ext4/xattr.c,5,1
0a4a18e888ae,f7b42442c4ac,,gpu,2025-11-13 14:15:24 +0100,2024-12-10 14:36:53 +0100,"drm/client: fix MODULE_PARM_DESC string for ""active""",drivers/gpu/drm/clients/drm_client_setup.c,2,2
434959618c47,242b81170fb8,,drivers,2025-11-13 13:13:45 +0000,2020-08-17 22:33:18 +0200,leds: leds-lp50xx: Enable chip before any communication,drivers/leds/leds-lp50xx.c,40,15
85f96cbbbc67,7ca5ce896524,,drivers,2025-11-13 06:32:58 -0600,2018-11-26 20:13:50 +0100,firmware: stratix10-svc: Add mutex in stratix10 memory management,drivers/firmware/stratix10-svc.c,11,0
0eff2eaa5322,703eec1b2422,,drivers,2025-11-13 13:16:30 +0100,2024-06-19 10:52:44 +0100,virtio-net: fix incorrect flags recording in big mode,drivers/net/virtio_net.c,11,5
aaecfadc22cc,78de8f876683,,other,2025-11-13 11:48:20 +0100,2025-10-14 07:45:17 -0700,drm/intel/bmg: Allow device ID usage with single-argument macros,include/drm/intel/pciids.h,0,0
b84befa31266,23db1577ce2d,,gpu,2025-11-13 12:02:47 +0200,2025-10-31 12:46:34 +0200,drm/i915/display: Add default case to mipi_exec_send_packet,drivers/gpu/drm/i915/display/intel_dsi_vbt.c,3,0
6fe9e919c144,d8046cd50879,,drivers,2025-11-13 10:21:01 +0100,2025-11-07 10:03:55 +0100,pwm: Fix Rust formatting,drivers/pwm/pwm_th1520.rs;rust/kernel/lib.rs;rust/kernel/pwm.rs,39,26
51b4c0f9749d,d8046cd50879,,other,2025-11-13 10:20:17 +0100,2025-11-07 10:03:55 +0100,rust: pwm: Fix broken intra-doc link,rust/kernel/pwm.rs,0,0
919b72922717,493fc33ec252,,other,2025-11-13 19:58:24 +1100,2025-07-20 19:43:04 +0200,rust: io: define ResourceSize as resource_size_t,rust/kernel/io/resource.rs,0,0
0330b7fbbf31,6568f14cb5ae,,drivers,2025-11-13 08:03:10 +0100,2025-10-31 11:19:21 +0100,drivers/xen/xenbus: Fix namespace collision and split() section placement with AutoFDO,drivers/xen/xenbus/xenbus_xs.c,2,2
56255fa96871,6568f14cb5ae,,drivers,2025-11-13 08:03:09 +0100,2025-10-31 11:19:21 +0100,media: atomisp: Fix namespace collision and startup() section placement with -ffunction-sections,drivers/staging/media/atomisp/i2c/atomisp-ov2722.c,3,3
f6a8919d6148,6568f14cb5ae,,other,2025-11-13 08:03:09 +0100,2025-10-31 11:19:21 +0100,vmlinux.lds: Fix TEXT_MAIN to include .text.start and friends,include/asm-generic/vmlinux.lds.h,12,11
acd194d9b5ba,56fece20086e,,drivers,2025-11-12 20:53:41 -0500,2005-04-16 20:09:43 -0500,scsi: sim710: Fix resource leak by adding missing ioport_unmap() calls,drivers/scsi/sim710.c,2,0
f6ab594672d4,2908d778ab3e,,drivers,2025-11-12 20:50:43 -0500,2006-08-29 09:52:29 -0500,scsi: aic94xx: fix use-after-free in device removal path,drivers/scsi/aic94xx/aic94xx_init.c,3,0
823576c894d7,f3ac2ff14834,,drivers,2025-11-12 18:51:39 -0600,2025-09-23 18:06:33 -0500,PCI/ASPM: Avoid L0s and L1 on PA Semi [1959:a002] Root Ports,drivers/pci/quirks.c,0,0
5b40a5080c39,f3ac2ff14834,,drivers,2025-11-12 18:51:39 -0600,2025-09-23 18:06:33 -0500,PCI/ASPM: Avoid L0s and L1 on Freescale [1957:0451] Root Ports,drivers/pci/quirks.c,0,0
360b3730f8ea,4e7788fb8018,,sound,2025-11-13 00:36:01 +0000,2018-11-06 17:40:10 +0000,ASoC: rsnd: fix OF node reference leak in rsnd_ssiu_probe(),sound/soc/renesas/rcar/ssiu.c,1,2
d46c69a087aa,aefed3e5548f,,drivers,2025-11-12 18:17:03 -0500,2019-04-29 17:24:50 -0400,scsi: qla2xxx: Clear cmds after chip reset,drivers/scsi/qla2xxx/qla_os.c;drivers/scsi/qla2xxx/qla_target.c;drivers/scsi/qla2xxx/qla_target.h,20,6
214291cbaace,cf8741ac57ed,,drivers,2025-11-12 14:47:55 -0700,2019-11-07 15:45:23 +0100,acpi/hmat: Fix lockdep warning for hmem_register_resource(),drivers/acpi/numa/hmat.c,25,21
593ee49222a0,3b27d00e7b6d,,drivers,2025-11-12 21:23:56 +0100,2017-06-22 02:55:34 +0200,ACPI: property: Fix fwnode refcount leak in acpi_fwnode_graph_parse_endpoint(),drivers/acpi/property.c,0,0
c55a8e24cd12,0ab88e239439,,drivers,2025-11-12 11:54:37 -0800,2025-09-08 12:21:52 -0700,hwmon: (gpd-fan) initialize EC on driver load for Win 4,drivers/hwmon/gpd-fan.c,25,27
c9dff86eb78a,fdbb6cd96ed5,,filesystem,2025-11-12 10:00:16 -0800,2025-01-24 22:47:23 -0800,ocfs2: use correct endian in ocfs2_dinode_has_extents,fs/ocfs2/inode.c,6,4
adc15829fb73,e3185ee438c2,,arch,2025-11-12 10:00:15 -0800,2025-03-16 22:30:48 -0700,crash: let architecture decide crash memory export to iomem_resource,arch/powerpc/include/asm/crash_reserve.h;include/linux/crash_reserve.h;kernel/crash_reserve.c,17,0
08bd4c46d5e6,5bbaf9d1fcb9,,kernel,2025-11-12 10:00:13 -0800,2020-05-15 16:35:49 +0100,scs: fix a wrong parameter in __scs_magic,kernel/scs.c,0,0
8a7d58845fae,8f603e567aa7,,filesystem,2025-11-12 10:00:02 -0800,2011-05-25 15:17:09 +0800,ocfs2: relax BUG() to ocfs2_error() in __ocfs2_move_extent(),fs/ocfs2/move_extents.c,7,1
3749ea4deeba,3451cf34f51b,,drivers,2025-11-12 10:02:56 -0700,2025-11-06 16:28:55 -0700,null_blk: fix zone read length beyond write pointer,drivers/block/null_blk/main.c;drivers/block/null_blk/zoned.c,5,2
4b747cc628d8,ac4e04d9e378,,drivers,2025-11-12 17:59:37 +0100,2025-04-30 16:27:34 +0200,cpufreq: intel_pstate: Check IDA only before MSR_IA32_PERF_CTL writes,drivers/cpufreq/intel_pstate.c,4,5
5f02151c411d,07814a9439a3,,kernel,2025-11-12 06:28:32 -1000,2024-06-18 10:09:18 -1000,sched_ext: Fix unsafe locking in the scx_dump_state(),kernel/sched/ext.c,2,2
2d0e88f3fd1d,27cb27b6d5ea,,io_uring,2025-11-12 08:25:33 -0700,2025-02-28 07:05:36 -0700,io_uring/rsrc: don't use blk_rq_nr_phys_segments() as number of bvecs,io_uring/rsrc.c,9,7
a77fa0b9222d,de8d1f2fd5a5,,other,2025-11-12 08:04:42 -0700,2025-10-28 15:54:41 -0600,vfio: selftests: fix map limit tests to use last available iova,tools/testing/selftests/vfio/vfio_dma_mapping_test.c,13,2
76680d0d2825,f20a580627f4,,kernel,2025-11-12 09:59:54 -0500,2014-02-20 12:13:18 -0500,tracing: Have function tracer define options per instance,kernel/trace/trace_functions.c,5,5
428add559b69,f20a580627f4,,kernel,2025-11-12 09:59:54 -0500,2014-02-20 12:13:18 -0500,tracing: Have tracer option be instance specific,kernel/trace/trace.c;kernel/trace/trace.h,186,74
26b8986a18c1,1fcf572211da,,networking,2025-11-12 06:48:33 -0800,2025-11-07 19:02:39 -0800,net: clear skb->sk in skb_release_head_state(),net/core/skbuff.c,0,0
ac1499fcd40f,67d6d681e15b,,networking,2025-11-12 06:46:36 -0800,2021-08-30 12:21:38 +0100,ipv4: route: Prevent rt_bind_exception() from rebinding stale fnhe,net/ipv4/route.c,5,0
f2687d3cc9f9,3257e55d3ea7,,gpu,2025-11-12 09:44:54 -0500,2023-11-10 13:59:26 +0530,drm/i915/dp_mst: Disable Panel Replay,drivers/gpu/drm/i915/display/intel_psr.c,4,0
53361aa64f21,f73f6dd312a5,,gpu,2025-11-12 09:43:01 -0500,2025-09-23 14:42:58 +0200,drm/xe: fix kernel-doc function name mismatch in xe_pm.c,drivers/gpu/drm/xe/xe_pm.c,0,0
9929dffce5ed,d21954c8a0ff,,arch,2025-11-12 12:12:28 +0100,2025-11-07 15:08:21 +0100,perf/x86/intel: Fix and clean up intel_pmu_drain_arch_pebs() type use,arch/x86/events/intel/ds.c,1,2
85592114ffda,fb10ddf35c1c,,arch,2025-11-12 10:52:58 +0000,2025-10-13 14:44:37 +0100,KVM: arm64: VHE: Compute fgt traps before activating them,arch/arm64/kvm/arm.c,0,0
6e0d7f7f4a43,c090c8abae4b,,filesystem,2025-11-12 11:45:03 +0100,2025-01-27 17:36:41 +0100,fuse: missing copy_finish in fuse-over-io-uring argument copies,fs/fuse/dev.c;fs/fuse/dev_uring.c;fs/fuse/fuse_dev_i.h,6,2
372a12bd5df0,7daac5b2fdf8,,other,2025-11-12 11:36:20 +0100,2020-05-20 14:54:18 +0200,lib/vsprintf: Check pointer before dereferencing in time_and_date(),lib/vsprintf.c,3,3
f8def051bbcf,4c3d88526eba,,drivers,2025-11-12 11:09:23 +0100,2018-06-25 11:17:13 +0200,clk: renesas: r9a06g032: Fix memory leak in error path,drivers/clk/renesas/r9a06g032-clocks.c,3,3
145dfd70b9c7,065fe720eec6,,drivers,2025-11-12 11:09:09 +0100,2025-06-10 10:24:17 +0200,clk: renesas: r9a09g077: Propagate rate changes to parent clocks,drivers/clk/renesas/r9a09g077-cpg.c,2,2
86db652fc22f,7246e0929945,,gpu,2025-11-12 11:54:39 +0200,2025-06-26 12:37:24 +0300,drm/tidss: Move OLDI mode validation to OLDI bridge mode_valid hook,drivers/gpu/drm/tidss/tidss_dispc.c;drivers/gpu/drm/tidss/tidss_drv.h;drivers/gpu/drm/tidss/tidss_oldi.c,31,0
56325e8c68c0,2ef435a872ab,,security,2025-11-12 10:47:42 +0100,2025-09-19 14:14:55 +0200,landlock: fix splats from iput() after it started calling might_sleep(),security/landlock/fs.c,3,4
3cd1548a278c,2c6efe9cf2d7,,memory,2025-11-12 10:43:22 +0100,2023-03-28 16:20:15 -0700,shmem: fix tmpfs reconfiguration (remount) when noswap is set,mm/shmem.c,7,8
78f0e33cd6c9,7b9d14af8777,,filesystem,2025-11-12 10:42:49 +0100,2024-08-09 12:44:49 +0200,fs/namespace: correctly handle errors returned by grab_requested_mnt_ns,fs/namespace.c;include/uapi/linux/mount.h,17,17
f6fdd77b3e0d,7a39c723b747,,sound,2025-11-12 10:33:17 +0100,2025-11-09 09:52:59 +0100,ALSA: hda/tas2781: Correct the wrong project ID,sound/hda/codecs/realtek/alc269.c,3,3
ccb7725df5bb,63cc028484ab,,drivers,2025-11-12 09:34:18 +0100,2025-11-12 07:58:44 +0100,accel/ivpu: Fix warning due to undefined CONFIG_PROC_FS,drivers/accel/ivpu/ivpu_drv.c,2,2
1a222625b468,d1e879ec600f,,drivers,2025-11-12 09:54:46 +0200,2025-03-05 09:42:03 +0100,wifi: iwlwifi: mld: always take beacon ies in link grading,drivers/net/wireless/intel/iwlwifi/mld/link.c,1,6
3592c0083fb2,dabc88cb3b78,,drivers,2025-11-12 09:54:46 +0200,2025-05-07 06:08:02 +0300,wifi: iwlwifi: mvm: fix beacon template/fixed rate,drivers/net/wireless/intel/iwlwifi/mvm/mac-ctxt.c;drivers/net/wireless/intel/iwlwifi/mvm/utils.c,12,13
5ce6778a31b4,7bfc9fa99580,,drivers,2025-11-12 07:58:44 +0100,2025-01-09 09:35:44 +0100,accel/ivpu: Count only resident buffers in memory utilization,drivers/accel/ivpu/ivpu_sysfs.c,2,1
4ab2ee307983,140332b6ed72,,other,2025-11-11 22:31:34 -0700,2025-02-15 22:40:52 +0900,kbuild: install-extmod-build: Properly fix CC expansion when ccache is used,scripts/package/install-extmod-build,0,0
7132f7e025f9,55d42f616976,,gpu,2025-11-11 22:51:27 -0500,2025-07-16 16:17:35 -0400,drm/amd/amdgpu: Ensure isp_kernel_buffer_alloc() creates a new BO,drivers/gpu/drm/amd/amdgpu/amdgpu_isp.c,2,0
33c995709121,6d31602a9f57,,gpu,2025-11-11 22:50:53 -0500,2025-08-04 14:38:40 -0400,drm/amd/display: Allow VRR params change if unsynced with the stream,drivers/gpu/drm/amd/display/modules/freesync/freesync.c,11,0
73c8c29baac7,55d42f616976,,gpu,2025-11-11 21:54:16 -0500,2025-07-16 16:17:35 -0400,drm/amd/amdgpu: Ensure isp_kernel_buffer_alloc() creates a new BO,drivers/gpu/drm/amd/amdgpu/amdgpu_isp.c,2,0
607df8248a01,6d31602a9f57,,gpu,2025-11-11 21:54:15 -0500,2025-08-04 14:38:40 -0400,drm/amd/display: Allow VRR params change if unsynced with the stream,drivers/gpu/drm/amd/display/modules/freesync/freesync.c,11,0
0345552a653c,5772e9a3463b,,networking,2025-11-11 17:56:50 -0800,2014-10-03 12:37:06 -0700,net_sched: limit try_bulk_dequeue_skb() batches,net/sched/sch_generic.c,10,7
852b644acbce,31ee4ad86afd,,other,2025-11-11 17:49:49 -0800,2024-02-01 09:06:38 -0800,selftests: mptcp: join: properly kill background tasks,tools/testing/selftests/net/mptcp/mptcp_join.sh;tools/testing/selftests/net/mptcp/mptcp_lib.sh,30,9
ee79980f7a42,6bf41020b72b,,other,2025-11-11 17:49:49 -0800,2022-10-03 11:18:53 +0100,selftests: mptcp: connect: trunc: read all recv data,tools/testing/selftests/net/mptcp/mptcp_connect.c,13,5
290493078b96,4369c198e599,,other,2025-11-11 17:49:49 -0800,2023-06-24 15:37:57 -0700,selftests: mptcp: join: userspace: longer transfer,tools/testing/selftests/net/mptcp/mptcp_join.sh,5,5
6457595db987,69c6ce7b6eca,,other,2025-11-11 17:49:48 -0800,2022-03-08 22:06:12 -0800,selftests: mptcp: join: endpoints: longer transfer,tools/testing/selftests/net/mptcp/mptcp_join.sh,4,4
aea73bae662a,d2c4333a801c,,other,2025-11-11 17:49:48 -0800,2021-03-12 17:47:45 -0800,selftests: mptcp: join: rm: set backup flag,tools/testing/selftests/net/mptcp/mptcp_join.sh,27,27
63c643aa7b72,69ca3d29a755,,other,2025-11-11 17:49:47 -0800,2021-05-28 13:51:40 -0700,selftests: mptcp: connect: fix fallback note due to OoO,tools/testing/selftests/net/mptcp/mptcp_connect.sh,0,0
34bff6f03c13,3f02b8272557,,drivers,2025-11-11 17:49:02 -0800,2025-11-04 17:50:30 -0800,net: netcp: ethss: Fix type of first parameter in hwtstamp stubs,drivers/net/ethernet/ti/netcp_ethss.c,2,2
367377f45c0b,3b193a57baf1,,other,2025-11-11 16:43:37 -0800,2024-10-22 09:52:11 -0700,perf tools: Fix missing feature check for inherit + SAMPLE_READ,tools/perf/util/evsel.c,0,0
1fdc2cd347a7,f188b5e76aae,,drivers,2025-11-11 21:47:58 +0000,2019-11-04 21:57:51 +0100,coresight: etm4x: Properly control filter in CPU idle with FEAT_TRF,drivers/hwtracing/coresight/coresight-etm4x-core.c;drivers/hwtracing/coresight/coresight-etm4x.h,7,10
64eb04ae5452,1ab3bb9df5e3,,drivers,2025-11-11 21:47:58 +0000,2021-02-04 17:00:34 +0100,coresight: etm4x: Add context synchronization before enabling trace,drivers/hwtracing/coresight/coresight-etm4x-core.c,23,4
4dc4e22f9536,4ff6039ffb79,,drivers,2025-11-11 21:47:58 +0000,2025-02-26 11:25:05 +0000,coresight: etm4x: Correct polling IDLE bit,drivers/hwtracing/coresight/coresight-etm4x-core.c,0,0
ab3fde32afe6,22fd532eaa0c,,drivers,2025-11-11 21:47:58 +0000,2016-02-20 14:11:01 -0800,coresight: etm3x: Always set tracer's device mode on target CPU,drivers/hwtracing/coresight/coresight-etm3x-core.c,40,19
28eee2158575,c38a9ec2b2c1,,drivers,2025-11-11 21:47:57 +0000,2016-05-01 14:12:14 -0700,coresight: etm4x: Always set tracer's device mode on target CPU,drivers/hwtracing/coresight/coresight-etm4x-core.c,38,22
693d1eaca940,22fd532eaa0c,,other,2025-11-11 21:47:57 +0000,2016-02-20 14:11:01 -0800,coresight: Change device mode to atomic type,include/linux/coresight.h,11,14
a045359e7245,14ff9e54dd14,,drivers,2025-11-11 22:11:16 +0100,2025-10-24 21:34:32 +0200,irqchip/sifive-plic: Fix call to __plic_toggle() in M-Mode code path,drivers/irqchip/irq-sifive-plic.c,4,5
01a743550b46,9311e6c29b34,,kernel,2025-11-11 08:52:42 -1000,2025-11-06 12:52:26 -1000,cgroup: include missing header for struct irq_work,kernel/cgroup/cgroup.c,0,0
793b13541c2f,c44b6be62e8d,,drivers,2025-11-11 19:09:56 +0100,2023-12-11 11:19:18 +0100,"efi: stmm: fix kernel-doc ""bad line"" warnings",drivers/firmware/efi/stmm/mm_communication.h,3,3
d93a89684dce,ffbfc73e84eb,,filesystem,2025-11-11 11:05:35 -0600,2025-09-28 18:29:51 -0500,smb: client: let smbd_disconnect_rdma_connection() turn CREATED into DISCONNECTED,fs/smb/client/smbdirect.c,3,0
632108ec072a,17156f23e93c,,sound,2025-11-11 17:57:44 +0100,2018-05-13 08:54:35 +0200,ALSA: usb-audio: Fix NULL pointer dereference in snd_usb_mixer_controls_badd,sound/usb/mixer.c,2,0
739f04f4a462,59903441f5e4,,drivers,2025-11-11 17:47:47 +0100,2024-09-03 14:11:44 +0200,mmc: dw_mmc-rockchip: Fix wrong internal phase calculate,drivers/mmc/host/dw_mmc-rockchip.c,2,2
9e805625218b,58c40f3faf74,,drivers,2025-11-11 17:34:28 +0100,2025-06-24 12:43:23 +0200,mmc: pxamci: Simplify pxamci_probe() error handling using devm APIs,drivers/mmc/host/pxamci.c,18,38
55286b1e1bf4,b3fd52a0d85c,,filesystem,2025-11-11 09:50:35 -0600,2025-09-28 18:29:54 -0500,smb: server: let smb_direct_disconnect_rdma_connection() turn CREATED into DISCONNECTED,fs/smb/server/transport_rdma.c,3,0
6d7e3870af11,fec9b16dc555,,block,2025-11-11 08:37:33 -0700,2025-08-25 07:44:39 -0600,blk-mq-dma: fix kernel-doc function name for integrity DMA iterator,block/blk-mq-dma.c,0,0
fd9ecd005252,2f6b2565d43c,,block,2025-11-11 08:35:59 -0700,2025-11-06 18:11:58 -0700,block: fix merging data-less bios,block/blk-merge.c,3,0
aee4d5a521e9,02f312754c87,,filesystem,2025-11-11 16:08:18 +0100,2025-10-17 16:45:37 +0200,ntfs3: fix double free of sbi->options->nls and clarify ownership of fc->fs_private,fs/ntfs3/super.c,3,2
a8a3ca23bbd9,82cae269cfa9,,filesystem,2025-11-11 16:08:02 +0100,2021-08-13 07:55:35 -0700,fs/ntfs3: Initialize allocated memory before use,fs/ntfs3/inode.c,3,4
bd5603eaae0a,e26ee4efbc79,,filesystem,2025-11-11 16:04:45 +0100,2024-02-23 17:36:32 +0100,fuse: fix readahead reclaim deadlock,fs/fuse/file.c,19,7
b6c5f9454ef3,59b8b32ac8d4,,io_uring,2025-11-11 07:53:33 -0700,2025-08-28 16:05:31 -0700,io_uring/zcrx: call netdev_queue_get_dma_dev() under instance lock,io_uring/zcrx.c,10,6
1649714b930f,e46c7287b1c2,,drivers,2025-11-11 07:50:15 -0700,2017-04-17 09:58:42 -0600,nbd: defer config unlock in nbd_genl_connect,drivers/block/nbd.c,2,1
e5eba42f0134,cdd04f4d4d71,,drivers,2025-11-11 15:12:18 +0100,2022-07-02 11:58:26 -0700,mlx5: Fix default values in create CQ,drivers/infiniband/hw/mlx5/cq.c;drivers/net/ethernet/mellanox/mlx5/core/cq.c;drivers/net/ethernet/mellanox/mlx5/core/en_main.c;.../net/ethernet/mellanox/mlx5/core/fpga/conn.c;.../mellanox/mlx5/core/steering/hws/send.c;.../mellanox/mlx5/core/steering/sws/dr_send.c;drivers/vdpa/mlx5/net/mlx5_vnet.c;include/linux/mlx5/cq.h,44,48
9fcc2b6c1052,5da8bc3effb6,,drivers,2025-11-11 15:05:44 +0100,2017-11-04 21:26:56 -0700,net/mlx5e: Fix potentially misleading debug message,drivers/net/ethernet/mellanox/mlx5/core/en_dcbnl.c,16,2
43b27d1bd88a,d8880795dabf,,drivers,2025-11-11 15:05:44 +0100,2016-02-24 13:50:21 -0500,net/mlx5e: Fix wraparound in rate limiting for values above 255 Gbps,drivers/net/ethernet/mellanox/mlx5/core/en_dcbnl.c,9,1
a7bf4d5063c7,d8880795dabf,,drivers,2025-11-11 15:05:44 +0100,2016-02-24 13:50:21 -0500,net/mlx5e: Fix maxrate wraparound in threshold between units,drivers/net/ethernet/mellanox/mlx5/core/en_dcbnl.c,3,2
2dc768c05217,11bbcfb7668c,,drivers,2025-11-11 15:05:44 +0100,2025-09-17 18:30:54 -0700,net/mlx5e: Trim the length of the num_doorbell error,drivers/net/ethernet/mellanox/mlx5/core/devlink.c,0,0
0bcd5b3b50cc,22239eb258bc,,drivers,2025-11-11 15:05:44 +0100,2025-10-07 12:59:56 +0200,net/mlx5e: Fix missing error assignment in mlx5e_xfrm_add_state(),drivers/net/ethernet/mellanox/mlx5/core/en_accel/ipsec.c,2,1
ce50039be49e,ef6980b6becb,,networking,2025-11-11 15:00:08 +0100,2016-03-01 17:15:22 -0500,net: sched: act_ife: initialize struct tc_ife to fix KMSAN kernel-infoleak,net/sched/act_ife.c,7,5
62b656e43eae,22a5dc0e5e3e,,networking,2025-11-11 15:00:08 +0100,2015-01-19 16:02:06 -0500,net: sched: act_connmark: initialize struct tc_ife to fix kernel leak,net/sched/act_connmark.c,7,5
281326be6725,064acbd4f4ab,,drivers,2025-11-11 14:59:04 +0100,2018-09-25 21:22:20 +0200,EDAC/altera: Use INTTEST register for Ethernet and USB SBE injection,drivers/edac/altera_edac.c,2,2
